Paper_ID,Assigned_to,Title,Lead_author,Year,Journal,Time_of_Year,Spatial_scale,Country,Continent,Taxonomic_scope,Species,Taxonomic_group,Quarry_Species,Comparison,Disturbance_Type,Disturbance_Specific,Response_Type,Response_Specific,Effect_YN,Effect_PNN,FID_Distance,Synopsis,Notes,Paper_Retained
D186,Liam,"The effects of human presence, flock size and prey density on shorebird foraging rates","Yasue, M.",2005,Journal of Ethology,Migration,Site,Canada,North America,multi-species,Calidris minutilla,Waders,No,NA,Recreational,Index,Behavioural,Feeding,No,Neutral,,"There was not a direct effect of human density on feeding rates for least sandpipers. Human density interacted with flock size and amphipod density. When there was a joint increase in both human density and flock size, there was an additional decrease in swallow rates. A joint increase in human density and amphipod density had a positive increase on feedinf rates. When the data were split into high and low flock sizes and high and low amphipod density, human disturbance had no effect on feeding rates in either category, ",,Yes
D187,Liam,Microhabitat variables explain patch switching by wintering Bewick's swans through giving-up net energy intake rates,"Yu, C.",2020,Environmental Science and Pollution Research,Overwinter,Regional,China,Asia,single-species,Cygnus columbianus bewickii,Swan,No,NA,Recreational,Walking,Behavioural,Feeding,Yes,Negative,,"Investigated the effect of recreational disturbance on the foraging behaviour of wintering Bewick's Swans at two lakes in China. Foraging behaviour measured as giving-up net energy intake rate, which includes energy intake and cost rate. Disturbance was measured as the proportion of time swans were disturbed by walkers and cyclists during the observation. Swans would decrease their GUNs under unfavourable foraging conditions - such as when disturbance time increased. However there was variation between different microhabitat variables which influenced food availability and accessibility. GUNs also declined as winter progressed. This within habitat variation suggest waterbirds exposed to decreasing GUNs may mitigate energy demand by habitat switching if alternative habitats with higher rates of energy gain were available. ",Disturbance measured as an index - percentage time per observation. Cyclists and walkers lumped together. ,Yes
D188,Liam,Lateralization in monogamous pairs: wild geese prefer to keep their partner in the left hemifield except when disturbed,Zaynagutdinova,2021,Current Zoology,Year-round,Flyway,Multiple,Europe,multi-species,Branta leucopsis,Geese,No,NA,Recreational,Walking,Behavioural,,,,,"Investigated how lateralisation of monogamous pairs of Barnacle and White-fronted Geese varied across the annual cycle during different behaviours. Tested the effect of whether birds were disturbed by people or undisturbed across different behaivours using a meta-regression. Data were pooled for both species when testing for diturbance effects. During resting and feeding during the non-hunting period, the following bird viewed the leading bird with the left eye in the majority of pairs. In disturbed geese (fleeing, flight in disturbance and alert on water) lateralisation was not observed. No lateralisation was noted when feeding during disturbed conditions except barnacle geese feeding in urban areas and white-fronted geese feeding during the hunting season in one year. In both species, subgroup meta0analysis showed ore pronounced lateralisation in geese behaviour in undisturbed conditions. ",Behavioural response not relevant - remove,No
D188,Liam,Lateralization in monogamous pairs: wild geese prefer to keep their partner in the left hemifield except when disturbed,Zaynagutdinova,2021,Current Zoology,Year-round,Flyway,Multiple,Europe,multi-species,Anser albifrons,Geese,No,NA,Recreational,Walking,Behavioural,,,,,"Investigated how lateralisation of monogamous pairs of Barnacle and White-fronted Geese varied across the annual cycle during different behaviours. Tested the effect of whether birds were disturbed by people or undisturbed across different behaivours using a meta-regression. Data were pooled for both species when testing for diturbance effects. During resting and feeding during the non-hunting period, the following bird viewed the leading bird with the left eye in the majority of pairs. In disturbed geese (fleeing, flight in disturbance and alert on water) lateralisation was not observed. No lateralisation was noted when feeding during disturbed conditions except barnacle geese feeding in urban areas and white-fronted geese feeding during the hunting season in one year. In both species, subgroup meta0analysis showed ore pronounced lateralisation in geese behaviour in undisturbed conditions. ",Behavioural response not relevant - remove,No
D189,Liam,Evidence of the Trade-Off between Starvation and Predation Risks in Ducks,"Zimmer, C.",2019,PLoS One,Overwinter,Site,France,Europe,multi-species,Anas crecca,Duck,No,NA,,,Behavioural,Feeding,,Negative,,"Investigated the trade-off between starvation and predation risk in captive ducks by exposing Teal and Tufted Ducks to simulated high predation risk in a lab setting and measuring food intake and body mass loss. Predation risk simulated by repeated disturbances for a week, three times during the overwinter period at an interval of c1.5 months. Food intake rates dramatically declined in the disturbed birds compared with the undisturbed controls. ",Lab study - not relevant but useful for context ,No
D189,Liam,Evidence of the Trade-Off between Starvation and Predation Risks in Ducks,"Zimmer, C.",2019,PLoS One,Overwinter,Site,France,Europe,multi-species,Aythya fuligula,Duck,No,NA,,,Behavioural,Feeding,,Negative,,"Investigated the trade-off between starvation and predation risk in captive ducks by exposing Teal and Tufted Ducks to simulated high predation risk in a lab setting and measuring food intake and body mass loss. Predation risk simulated by repeated disturbances for a week, three times during the overwinter period at an interval of c1.5 months. Food intake rates dramatically declined in the disturbed birds compared with the undisturbed controls. ",Lab study - not relevant but useful for context ,No
D189,Liam,Evidence of the Trade-Off between Starvation and Predation Risks in Ducks,"Zimmer, C.",2019,PLoS One,Overwinter,Site,France,Europe,multi-species,Anas crecca,Duck,No,NA,,,Physiological,Body condition,,Negative,,Disturbed birds showed much greater rates of body mass loss than the control group. This improved flight power which would increase ability to avoid predation. ,Lab study - not relevant but useful for context ,No
D189,Liam,Evidence of the Trade-Off between Starvation and Predation Risks in Ducks,"Zimmer, C.",2019,PLoS One,Overwinter,Site,France,Europe,multi-species,Aythya fuligula,Duck,No,NA,,,Physiological,Body condition,,Negative,,Disturbed birds showed much greater rates of body mass loss than the control group. This improved flight power which would increase ability to avoid predation. ,Lab study - not relevant but useful for context ,No
D189,Liam,Evidence of the Trade-Off between Starvation and Predation Risks in Ducks,"Zimmer, C.",2019,PLoS One,Overwinter,Site,France,Europe,multi-species,Aythya fuligula,Duck,No,NA,,,Physiological,Body condition,,Negative,,Disturbed birds showed much greater rates of body mass loss than the control group. This improved flight power which would increase ability to avoid predation. ,Lab study - not relevant but useful for context ,No
D041,Luke,An evaluation of the level of human disturbance to waterbirds at Mole National Park in Ghana,"Aikins, TK.",2018,Wetlands Ecology and Management,Overwinter,Site,Ghana,Africa,multi-species,Burhinus senegalensis,Waders,No,NA,Recreational,Walking,Behavioural,Vigilance,No,Neutral,NA,Observer walked at waterbird and recorded distance that the individual first become vigilant. They just measured FID and didn’t look at how disturbance type or hunting/scaring influenced FID.,,Yes
D041,Luke,An evaluation of the level of human disturbance to waterbirds at Mole National Park in Ghana,"Aikins, TK.",2018,Wetlands Ecology and Management,Overwinter,Site,Ghana,Africa,multi-species,Actophilornis africanus,Waders,No,NA,Recreational,Walking,Behavioural,Vigilance,No,Neutral,NA,Observer walked at waterbird and recorded distance that the individual first become vigilant. They just measured FID and didn’t look at how disturbance type or hunting/scaring influenced FID.,,Yes
D041,Luke,An evaluation of the level of human disturbance to waterbirds at Mole National Park in Ghana,"Aikins, TK.",2018,Wetlands Ecology and Management,Overwinter,Site,Ghana,Africa,multi-species,Dendrocygna viduata,Duck,No,NA,Recreational,Walking,Behavioural,Vigilance,No,Neutral,NA,Observer walked at waterbird and recorded distance that the individual first become vigilant. They just measured FID and didn’t look at how disturbance type or hunting/scaring influenced FID.,,Yes
D041,Luke,An evaluation of the level of human disturbance to waterbirds at Mole National Park in Ghana,"Aikins, TK.",2018,Wetlands Ecology and Management,Overwinter,Site,Ghana,Africa,multi-species,Burhinus senegalensis,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,45.4,Observer walked at waterbird and recorded distance that the individual first took flight. They just measured FID and didn’t look at how disturbance type or hunting/scaring influenced FID. Standard deviation of FIDs in Table 4,,Yes
D041,Luke,An evaluation of the level of human disturbance to waterbirds at Mole National Park in Ghana,"Aikins, TK.",2018,Wetlands Ecology and Management,Overwinter,Site,Ghana,Africa,multi-species,Actophilornis africanus,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,43.6,Observer walked at waterbird and recorded distance that the individual first took flight. They just measured FID and didn’t look at how disturbance type or hunting/scaring influenced FID. Standard deviation of FIDs in Table 4,,Yes
