Paper_ID,Assigned_to,Title,Lead_author,Year,Journal,Time_of_Year,Spatial_scale,Country,Continent,Taxonomic_scope,Species,Taxonomic_group,Quarry_Species,Comparison,Disturbance_Type,Disturbance_Specific,Response_Type,Response_Specific,Effect_YN,Effect_PNN,FID_Distance,Synopsis,Notes,Paper_Retained,,,,,,,,
D080,Luke,Effects of recreational disturbance on the foraging behaviour of waders on a rocky beach,"Fitzpatrick, S.",1998,Bird Study,Overwinter,Site,Northern Ireland,Europe,multi-species,Numenius arquata,Waders,No,Disturbance type,Recreational,Walking,Behavioural,Feeding,No,Neutral,NA,"Feeding rates were largely unchanges in response to different human acitvity (walking, vs sitting vs running). There was some marginal effects but there was no bonferonni correction and these marginal effects could just be due to multiple testing problems. Interestingly for Curlew and Oystercatcher captrue success rates when foraging actually increasedf with closer human proximity",NA,Yes,,,,,,,,
D080,Luke,Effects of recreational disturbance on the foraging behaviour of waders on a rocky beach,"Fitzpatrick, S.",1998,Bird Study,Overwinter,Site,Northern Ireland,Europe,multi-species,Tringa totanus,Waders,No,Disturbance type,Recreational,Walking,Behavioural,Feeding,No,Neutral,NA,"Feeding rates were largely unchanges in response to different human acitvity (walking, vs sitting vs running). There was some marginal effects but there was no bonferonni correction and these marginal effects could just be due to multiple testing problems. Interestingly for Curlew and Oystercatcher captrue success rates when foraging actually increasedf with closer human proximity",NA,Yes,,,,,,,,
D080,Luke,Effects of recreational disturbance on the foraging behaviour of waders on a rocky beach,"Fitzpatrick, S.",1998,Bird Study,Overwinter,Site,Northern Ireland,Europe,multi-species,Haematopus ostralegus,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,29,FIDs for people walking towards the waders. These birds were flushed by recreational disturbance and not be the researchers.,NA,Yes,,,,,,,,
D080,Luke,Effects of recreational disturbance on the foraging behaviour of waders on a rocky beach,"Fitzpatrick, S.",1998,Bird Study,Overwinter,Site,Northern Ireland,Europe,multi-species,Numenius arquata,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,38,FIDs for people walking towards the waders. These birds were flushed by recreational disturbance and not be the researchers.,NA,Yes,,,,,,,,
D080,Luke,Effects of recreational disturbance on the foraging behaviour of waders on a rocky beach,"Fitzpatrick, S.",1998,Bird Study,Overwinter,Site,Northern Ireland,Europe,multi-species,Tringa totanus,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,37,FIDs for people walking towards the waders. These birds were flushed by recreational disturbance and not be the researchers.,NA,Yes,,,,,,,,
D081,Luke,Movements of flightless Long-tailed Ducks during wing molt,"Flint, PL.",2004,Waterbirds,Moult,Regional,USA,North America,single-species,Langula hyemalis,Duck,No,Disturbance type,Recreational,Boating,Behavioural,Habitat selection,No,Neutral,NA,There was no effect of low-level experimental disturbance or an underwater seismic survey on site fidelity of molting Long-tailed Duck. Low-level experimental disturbance was from the researchers driving boats at the tagged long-tailed ducks. Seismic surveys involved equipment deployment form boats. Neither effects the probability that tagged ducks would switch between sites.,NA,Yes,,,,,,,,
D082,Luke,Food-supply and the effects of recreational disturbance on the abundance and distribution of wintering pochard on a gravel-pit complex in southern Britain,"Fox, AD.",1994,Hydrobiologia,Overwinter,Site,United Kingdom,Europe,single-species,Aythya ferina,Duck,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Boating,Site,Local abundance,Yes,Negative,NA,"They examined the abundacne of Pochard across different lakes in the Cotswold Water park. They found abundacne differed between protected lakes, lakes with only bank-side disturbance (Walking and Angling) and lakes with boats and jet skiis. Abundance was lower for lakes with disturbance. Bad anlaysis do not get estimates of differences ebtween the three lake types but seems lowest for boat disturbance",NA,Yes,,,,,,,,
D083,Luke,Species-specific habitat use of wing-moulting waterbirds in response to temporary flightlessness,"Gerhold, A.",2014,Ibis,Moult,Site,Germany,Europe,multi-species,Fulica atra,Duck,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Walking,Site,Local abundance,Yes,Negative,NA,"Exmained duck abundacne at a wetlands in Germany during the moult period (included periods of flightlessness and when birds could fly). Thye modelled if abundacne at barious ponds was affected by 4 levels of disturbance (categorised by the reseracher) Level 4 was the highest disturbance from both walkers, cyclists and a road. The only disturbance sources were walkers, workers, cyclcists and cars. They found effects in Coot and Gadwall (lower abundacne nearer higher disturbance) byt not in other species. This was likely due to these two being the only species exmained tat favoured pond edges.",NA,Yes,,,,,,,,
D083,Luke,Species-specific habitat use of wing-moulting waterbirds in response to temporary flightlessness,"Gerhold, A.",2014,Ibis,Moult,Site,Germany,Europe,multi-species,Anas strepera,Duck,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Walking,Site,Local abundance,Yes,Negative,NA,"Exmained duck abundacne at a wetlands in Germany during the moult period (included periods of flightlessness and when birds could fly). Thye modelled if abundacne at barious ponds was affected by 4 levels of disturbance (categorised by the reseracher) Level 4 was the highest disturbance from both walkers, cyclists and a road. The only disturbance sources were walkers, workers, cyclcists and cars. They found effects in Coot and Gadwall (lower abundacne nearer higher disturbance) byt not in other species. This was likely due to these two being the only species exmained tat favoured pond edges.",NA,Yes,,,,,,,,
D083,Luke,Species-specific habitat use of wing-moulting waterbirds in response to temporary flightlessness,"Gerhold, A.",2014,Ibis,Moult,Site,Germany,Europe,multi-species,Netta rufina,Duck,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Walking,Site,Local abundance,No,Neutral,NA,"Exmained duck abundacne at a wetlands in Germany during the moult period (included periods of flightlessness and when birds could fly). Thye modelled if abundacne at barious ponds was affected by 4 levels of disturbance (categorised by the reseracher) Level 4 was the highest disturbance from both walkers, cyclists and a road. The only disturbance sources were walkers, workers, cyclcists and cars. They found effects in Coot and Gadwall (lower abundacne nearer higher disturbance) byt not in other species. This was likely due to these two being the only species exmained tat favoured pond edges.",NA,Yes,,,,,,,,
D083,Luke,Species-specific habitat use of wing-moulting waterbirds in response to temporary flightlessness,"Gerhold, A.",2014,Ibis,Moult,Site,Germany,Europe,multi-species,Aythya ferina,Duck,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Walking,Site,Local abundance,No,Neutral,NA,"Exmained duck abundacne at a wetlands in Germany during the moult period (included periods of flightlessness and when birds could fly). Thye modelled if abundacne at barious ponds was affected by 4 levels of disturbance (categorised by the reseracher) Level 4 was the highest disturbance from both walkers, cyclists and a road. The only disturbance sources were walkers, workers, cyclcists and cars. They found effects in Coot and Gadwall (lower abundacne nearer higher disturbance) byt not in other species. This was likely due to these two being the only species exmained tat favoured pond edges.",NA,Yes, other. Waders counted and identified. Used GLMMs to quantify associations of shorebird counts with potential anthropogenic disturbance (events/minute), habitat and raptor disturbance and fit random slopes of the effect of human disturbance by species to control for variation in the effects of human disturbance across species. Evaluated the model for 14 response variables - different combination of counts of species groups/seasons (migration/wintering). Assessed deviations in the species-specific effects of human disturbance - see if any species driving the global effect of the impact of human disturbance on groups of species. After controlling for sampling unit size, potential raptor disturbance and habitat type, 7 of 14 models evaluated indicated a significant negative association of disturbance on human abundance. Magnitude of significant declines varied among seasons and species groups but ranged from 23-63% in the expected abundance of waders in the units with an average amount of human disturbance compared to the units with no disturbance. During winter all shorebird species were negatively related to human disturbance. Small, tactile foraging shorebirds exhibited a proportionally larger negative response to human disturbance than other shorebird types. Evaluation of random slopes revealed no particular species," including the abundant western sandpiper (67% of birds counted) was driving the negative effect in the global model.""","Disturbance events from walking humans, vehicles and dogs combined into a disturbance index (events/minute) but human presence the most frequent - 82.2% of anthropogenic disturbances.",Yes
D083,Luke,Species-specific habitat use of wing-moulting waterbirds in response to temporary flightlessness,"Gerhold, A.",2014,Ibis,Moult,Site,Germany,Europe,multi-species,Aythya fuligula,Duck,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Walking,Site,Local abundance,No,Neutral,NA,"Exmained duck abundacne at a wetlands in Germany during the moult period (included periods of flightlessness and when birds could fly). Thye modelled if abundacne at barious ponds was affected by 4 levels of disturbance (categorised by the reseracher) Level 4 was the highest disturbance from both walkers, cyclists and a road. The only disturbance sources were walkers, workers, cyclcists and cars. They found effects in Coot and Gadwall (lower abundacne nearer higher disturbance) byt not in other species. This was likely due to these two being the only species exmained tat favoured pond edges.",NA,Yes,,,,,,,,
D085,Luke,The effects of disturbance on habitat use by black-tailed godwits Limosa limosa,"Gill, JA.",2001,Journal of Applied Ecology,Overwinter,Regional,United Kingdom,Europe,single-species,Limosa limosa,Waders,No,Disturbance type,Recreational,Walking,Site,Local abundance,No,Neutral,NA,They found no effects of human disturbance level on gotdwit number at various sites (disturbance included people and boats mainly) even when controlling for food abundacne at each site. They also found that human disturbance did not influence the carry captcity of the sites examined overall but examing  the levels of prey deplation over the course of the winter.,NA,Yes,,,,,,,,
